Numéro,titre,type,Date,statut,VISA
184,2022-992,Droit de suite attaché au privilège spécial du Trésor pour le recouvrement de la taxe foncière,13 mai 2022,Non conformité totale,la loi n° 84-1208 du 29 décembre 1984 de finances pour 1985
185,2022-992,Droit de suite attaché au privilège spécial du Trésor pour le recouvrement de la taxe foncière,13 mai 2022,Non conformité totale,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
186,2022-991,Exemption pour certains moulins à eau des obligations visant à assurer la continuité écologique des cours d'eau,13 mai 2022,Conformité,la Constitution
187,2022-991,Exemption pour certains moulins à eau des obligations visant à assurer la continuité écologique des cours d'eau,13 mai 2022,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
188,2022-991,Exemption pour certains moulins à eau des obligations visant à assurer la continuité écologique des cours d'eau,13 mai 2022,Conformité,le code de l'environnement
189,2022-991,Exemption pour certains moulins à eau des obligations visant à assurer la continuité écologique des cours d'eau,13 mai 2022,Conformité,la loi n° 2017-227 du 24 février 2017 ratifiant les ordonnances n° 2016-1019 du 27 juillet 2016 relative à l'autoconsommation d'électricité et n° 2016-1059 du 3 août 2016 relative à la production d'électricité à partir d'énergies renouvelables et visant à adapter certaines dispositions relatives aux réseaux d'électricité et de gaz et aux énergies renouvelables
190,2022-991,Exemption pour certains moulins à eau des obligations visant à assurer la continuité écologique des cours d'eau,13 mai 2022,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
191,2022-990,Restrictions apportées au développement des installations de tri mécano-biologiques des déchets,22 avril 2022,Conformité,la Constitution
192,2022-990,Restrictions apportées au développement des installations de tri mécano-biologiques des déchets,22 avril 2022,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
193,2022-990,Restrictions apportées au développement des installations de tri mécano-biologiques des déchets,22 avril 2022,Conformité,le code de l'environnement
194,2022-990,Restrictions apportées au développement des installations de tri mécano-biologiques des déchets,22 avril 2022,Conformité,l'ordonnance n° 2020-920 du 29 juillet 2020 relative à la prévention et à la gestion des déchets
195,2022-990,Restrictions apportées au développement des installations de tri mécano-biologiques des déchets,22 avril 2022,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
196,2022-989,Recours contre la condition de renvoi vers l'État membre d'exécution d'un mandat d'arrêt européen,22 avril 2022,Non lieu à statuer,la Constitution
197,2022-989,Recours contre la condition de renvoi vers l'État membre d'exécution d'un mandat d'arrêt européen,22 avril 2022,Non lieu à statuer,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
198,2022-989,Recours contre la condition de renvoi vers l'État membre d'exécution d'un mandat d'arrêt européen,22 avril 2022,Non lieu à statuer,le traité sur l'Union européenne
199,2022-989,Recours contre la condition de renvoi vers l'État membre d'exécution d'un mandat d'arrêt européen,22 avril 2022,Non lieu à statuer,la décision-cadre 2002/584/JAI du Conseil du 13 juin 2002 relative au mandat d'arrêt européen et aux procédures de remise entre États membres
200,2022-989,Recours contre la condition de renvoi vers l'État membre d'exécution d'un mandat d'arrêt européen,22 avril 2022,Non lieu à statuer,le code de procédure pénale
201,2022-989,Recours contre la condition de renvoi vers l'État membre d'exécution d'un mandat d'arrêt européen,22 avril 2022,Non lieu à statuer,la loi n° 2004-204 du 9 mars 2004 portant adaptation de la justice aux évolutions de la criminalité
202,2022-989,Recours contre la condition de renvoi vers l'État membre d'exécution d'un mandat d'arrêt européen,22 avril 2022,Non lieu à statuer,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
203,2022-988,Cumul de poursuites et de sanctions en cas d'opposition à un contrôle fiscal,08 avril 2022,Conformité,la Constitution
204,2022-988,Cumul de poursuites et de sanctions en cas d'opposition à un contrôle fiscal,08 avril 2022,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
205,2022-988,Cumul de poursuites et de sanctions en cas d'opposition à un contrôle fiscal,08 avril 2022,Conformité,le code général des impôts
206,2022-988,Cumul de poursuites et de sanctions en cas d'opposition à un contrôle fiscal,08 avril 2022,Conformité,le livre des procédures fiscales
208,2022-988,Cumul de poursuites et de sanctions en cas d'opposition à un contrôle fiscal,08 avril 2022,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
209,2022-987,Conditions de recours aux moyens des services de l'État soumis au secret de la défense nationale dans le cadre de certaines procédures pénales,08 avril 2022,Conformité,la Constitution
210,2022-987,Conditions de recours aux moyens des services de l'État soumis au secret de la défense nationale dans le cadre de certaines procédures pénales,08 avril 2022,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
211,2022-987,Conditions de recours aux moyens des services de l'État soumis au secret de la défense nationale dans le cadre de certaines procédures pénales,08 avril 2022,Conformité,le code de la défense
212,2022-987,Conditions de recours aux moyens des services de l'État soumis au secret de la défense nationale dans le cadre de certaines procédures pénales,08 avril 2022,Conformité,le code de procédure pénale
213,2022-987,Conditions de recours aux moyens des services de l'État soumis au secret de la défense nationale dans le cadre de certaines procédures pénales,08 avril 2022,Conformité,la loi n° 2001-1062 du 15 novembre 2001 relative à la sécurité quotidienne
214,2022-987,Conditions de recours aux moyens des services de l'État soumis au secret de la défense nationale dans le cadre de certaines procédures pénales,08 avril 2022,Conformité,la loi n° 2014-1353 du 13 novembre 2014 renforçant les dispositions relatives à la lutte contre le terrorisme
216,2022-987,Conditions de recours aux moyens des services de l'État soumis au secret de la défense nationale dans le cadre de certaines procédures pénales,08 avril 2022,Conformité,la loi n° 2018-699 du 3 août 2018 visant à garantir la présence des parlementaires dans certains organismes extérieurs au Parlement et à simplifier les modalités de leur nomination
217,2022-987,Conditions de recours aux moyens des services de l'État soumis au secret de la défense nationale dans le cadre de certaines procédures pénales,08 avril 2022,Conformité,la loi n° 2019-222 du 23 mars 2019 de programmation 2018-2022 et de réforme pour la justice
218,2022-987,Conditions de recours aux moyens des services de l'État soumis au secret de la défense nationale dans le cadre de certaines procédures pénales,08 avril 2022,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
219,2022-986,Recours des associations contre les décisions relatives à l'occupation ou l'utilisation des sols,01 avril 2022,Conformité,la Constitution
220,2022-986,Recours des associations contre les décisions relatives à l'occupation ou l'utilisation des sols,01 avril 2022,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
221,2022-986,Recours des associations contre les décisions relatives à l'occupation ou l'utilisation des sols,01 avril 2022,Conformité,le code de l'urbanisme
223,2022-986,Recours des associations contre les décisions relatives à l'occupation ou l'utilisation des sols,01 avril 2022,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
224,2022-985,Aggravation du sort du prévenu par la juridiction de renvoi après cassation intervenue sur son seul pourvoi,01 avril 2022,Conformité,la Constitution
225,2022-985,Aggravation du sort du prévenu par la juridiction de renvoi après cassation intervenue sur son seul pourvoi,01 avril 2022,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
226,2022-985,Aggravation du sort du prévenu par la juridiction de renvoi après cassation intervenue sur son seul pourvoi,01 avril 2022,Conformité,le code de procédure pénale
227,2022-985,Aggravation du sort du prévenu par la juridiction de renvoi après cassation intervenue sur son seul pourvoi,01 avril 2022,Conformité,l'ordonnance n° 58-1296 du 23 décembre 1958 modifiant et complétant le code de procédure pénale
228,2022-985,Aggravation du sort du prévenu par la juridiction de renvoi après cassation intervenue sur son seul pourvoi,01 avril 2022,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
229,2021-984,Cumul de sanctions administratives,25 mars 2022,Conformité,la Constitution
230,2021-984,Cumul de sanctions administratives,25 mars 2022,Conformité,l'ordonnance n° 58-1067 du 7 novembre 1958 portant loi organique sur le Conseil constitutionnel
231,2021-984,Cumul de sanctions administratives,25 mars 2022,Conformité,le code de commerce
232,2021-984,Cumul de sanctions administratives,25 mars 2022,Conformité,l'ordonnance n° 2017-303 du 9 mars 2017 relative aux actions en dommages et intérêts du fait des pratiques anticoncurrentielles
233,2021-984,Cumul de sanctions administratives,25 mars 2022,Conformité,le règlement du 4 février 2010 sur la procédure suivie devant le Conseil constitutionnel pour les questions prioritaires de constitutionnalité
